longitude,latitude,elevation
80.86041667,30.11875000,3146.0
80.85625000,30.11875000,3003.0
80.84791667,30.11041667,3222.0
80.84791667,30.10625000,3068.0
80.83958333,30.09791667,2775.0
80.82291667,30.09791667,2650.0
80.81875000,30.09375000,2859.0
80.81458333,30.09375000,2551.0
80.77291667,30.05208333,2201.0
80.76458333,30.04375000,2779.0
80.76458333,30.02708333,2348.0
80.74791667,30.01041667,1893.0
80.73541667,29.99791667,1699.0
80.73125000,29.99375000,1836.0
80.71875000,29.99375000,1894.0
80.70625000,29.98125000,1806.0
80.69791667,29.98125000,1560.0
80.68958333,29.97291667,1382.0
80.67291667,29.95625000,1350.0
80.64791667,29.95625000,1271.0
80.64375000,29.96041667,1390.0
80.63958333,29.96041667,1234.0
80.63541667,29.96458333,1271.0
80.61875000,29.96458333,1356.0
80.61458333,29.96041667,1192.0
80.60208333,29.96041667,1282.0
80.58958333,29.94791667,1103.0
80.58958333,29.94375000,1239.0
80.58541667,29.93958333,1101.0
80.58541667,29.93541667,1271.0
80.58125000,29.93125000,1135.0
80.57708333,29.92708333,1041.0
80.57708333,29.92291667,1279.0
80.57291667,29.91875000,1036.0
80.57291667,29.91041667,1287.0
80.57291667,29.89375000,981.0
80.56875000,29.88958333,965.0
80.56875000,29.88125000,1084.0
80.56041667,29.87291667,998.0
80.56041667,29.86875000,1080.0
80.55625000,29.86458333,997.0
80.55208333,29.86041667,1014.0
80.55208333,29.85208333,910.0
80.54791667,29.84791667,888.0
80.53958333,29.84791667,860.0
80.53541667,29.84375000,896.0
80.53541667,29.83958333,858.0
80.53125000,29.83541667,866.0
80.52708333,29.83541667,889.0
80.51875000,29.82708333,852.0
80.51458333,29.82708333,839.0
80.51041667,29.82291667,833.0
80.50625000,29.82291667,833.0
80.50208333,29.81875000,805.0
80.50208333,29.81458333,819.0
80.49791667,29.81041667,781.0
80.49791667,29.80625000,786.0
80.49375000,29.80208333,772.0
80.49375000,29.79791667,767.0
80.48958333,29.79375000,789.0
80.48541667,29.79791667,881.0
80.47291667,29.79791667,767.0
80.46875000,29.80208333,785.0
80.45208333,29.80208333,738.0
80.44791667,29.79791667,748.0
80.44375000,29.79791667,758.0
80.43541667,29.80625000,695.0
80.42708333,29.79791667,686.0
80.41875000,29.79791667,709.0
80.41458333,29.79375000,674.0
80.41041667,29.79375000,704.0
80.40625000,29.78958333,654.0
80.40625000,29.78125000,676.0
80.40208333,29.77708333,696.0
80.40208333,29.77291667,704.0
80.39791667,29.76875000,633.0
80.39791667,29.76458333,647.0
80.39375000,29.76041667,660.0
80.38958333,29.76041667,618.0
80.38125000,29.75208333,691.0
80.37708333,29.75208333,640.0
80.37291667,29.74791667,677.0
80.36875000,29.75208333,639.0
80.36458333,29.74791667,640.0
80.36458333,29.73958333,590.0
80.36875000,29.73541667,590.0
80.36875000,29.73125000,601.0
80.36458333,29.72708333,599.0
80.37291667,29.71875000,600.0
80.37291667,29.71041667,606.0
80.37708333,29.70625000,594.0
80.37708333,29.70208333,570.0
80.38125000,29.69791667,589.0
80.38125000,29.68958333,580.0
80.38541667,29.68541667,569.0
80.38541667,29.67708333,595.0
80.38958333,29.67291667,573.0
80.38958333,29.66875000,555.0
80.39791667,29.66041667,548.0
80.40625000,29.66041667,558.0
80.41458333,29.65208333,594.0
80.41458333,29.63958333,595.0
80.41875000,29.63541667,617.0
80.41875000,29.63125000,641.0
80.41041667,29.62291667,547.0
80.41041667,29.61875000,639.0
80.40625000,29.61458333,530.0
80.40625000,29.61041667,546.0
80.41041667,29.60625000,553.0
80.41041667,29.59791667,543.0
80.40625000,29.59375000,528.0
80.38958333,29.57708333,599.0
80.38125000,29.56875000,717.0
80.38125000,29.56458333,625.0
80.37708333,29.56041667,506.0
80.37291667,29.56041667,528.0
80.36875000,29.56458333,546.0
80.36458333,29.56041667,657.0
80.36041667,29.55625000,500.0
80.34791667,29.55625000,544.0
80.34375000,29.55208333,513.0
80.34375000,29.54375000,504.0
80.34791667,29.53958333,484.0
80.35208333,29.53958333,547.0
80.35625000,29.53541667,489.0
80.35625000,29.53125000,523.0
80.35208333,29.52708333,506.0
80.35208333,29.52291667,609.0
80.33958333,29.51041667,481.0
80.33541667,29.51458333,583.0
80.32708333,29.50625000,589.0
80.32291667,29.50208333,559.0
80.31875000,29.50208333,495.0
80.31458333,29.49791667,525.0
80.31458333,29.48958333,475.0
80.31041667,29.48541667,459.0
80.30625000,29.48541667,463.0
80.30208333,29.48958333,459.0
80.28958333,29.47708333,478.0
80.28958333,29.46875000,512.0
80.30208333,29.45625000,450.0
80.29791667,29.45208333,449.0
80.29375000,29.45208333,454.0
80.28541667,29.45208333,485.0
80.27708333,29.46041667,559.0
80.26875000,29.45208333,557.0
80.26458333,29.44791667,513.0
80.26041667,29.45208333,469.0
80.25625000,29.44791667,453.0
80.24791667,29.44791667,469.0
80.24375000,29.44375000,456.0
80.24375000,29.43958333,445.0
80.24791667,29.43541667,427.0
80.24791667,29.43125000,443.0
80.24375000,29.42708333,509.0
80.24375000,29.41041667,419.0
80.24791667,29.40625000,423.0
80.25208333,29.40625000,492.0
80.25625000,29.40208333,430.0
80.26041667,29.40208333,534.0
80.26458333,29.39791667,419.0
80.26875000,29.39791667,485.0
80.27291667,29.39375000,459.0
80.27291667,29.38541667,426.0
80.27708333,29.38125000,417.0
80.27708333,29.37708333,410.0
80.27291667,29.37291667,443.0
80.27291667,29.36875000,419.0
80.27291667,29.36458333,429.0
80.27708333,29.36041667,402.0
80.27708333,29.35625000,464.0
80.28125000,29.35208333,568.0
80.28125000,29.34375000,404.0
80.28541667,29.33958333,400.0
80.28958333,29.33541667,436.0
80.28958333,29.33125000,464.0
80.29791667,29.32291667,406.0
80.31041667,29.32291667,456.0
80.31875000,29.31458333,450.0
80.31875000,29.31041667,467.0
80.31875000,29.30208333,415.0
80.31458333,29.29791667,403.0
80.31458333,29.29375000,491.0
80.30625000,29.28541667,488.0
80.30625000,29.27708333,528.0
80.30208333,29.27291667,458.0
80.30208333,29.26458333,392.0
80.29791667,29.26041667,421.0
80.30208333,29.25625000,473.0
80.30208333,29.25208333,465.0
80.29791667,29.24791667,414.0
80.30208333,29.24375000,442.0
80.28958333,29.23125000,436.0
80.29791667,29.22291667,563.0
80.29791667,29.21875000,512.0
80.29375000,29.21458333,402.0
80.29375000,29.21041667,365.0
80.29791667,29.20625000,361.0
80.29791667,29.20208333,527.0
80.29375000,29.19791667,366.0
80.28958333,29.19791667,402.0
80.28541667,29.19791667,365.0
80.27708333,29.20625000,358.0
80.26458333,29.20625000,351.0
80.26041667,29.21041667,372.0
80.26041667,29.21458333,380.0
80.25208333,29.22291667,376.0
80.24791667,29.21875000,346.0
80.24791667,29.21458333,362.0
80.24375000,29.21041667,341.0
80.24375000,29.20208333,425.0
80.26041667,29.18541667,419.0
80.26041667,29.18125000,340.0
80.26041667,29.16041667,317.0
80.27291667,29.14791667,316.0
80.27291667,29.14375000,312.0
80.26875000,29.13958333,308.0
80.25625000,29.13958333,303.0
80.25208333,29.13541667,301.0
80.25208333,29.13125000,311.0
80.24791667,29.12708333,294.0
80.24375000,29.12708333,295.0
80.23958333,29.12291667,291.0
80.23541667,29.11875000,297.0
80.22291667,29.11875000,290.0
80.21875000,29.11875000,339.0
80.21458333,29.12291667,314.0
80.21041667,29.12291667,331.0
80.20208333,29.13125000,326.0
80.19375000,29.13125000,322.0
80.18958333,29.13541667,341.0
80.18541667,29.13541667,319.0
80.18125000,29.13125000,296.0
80.17708333,29.12708333,277.0
80.17291667,29.12708333,272.0
80.15625000,29.11041667,260.0
80.15208333,29.11041667,264.0
80.13541667,29.09375000,254.0
80.12291667,29.08125000,245.0
80.12291667,29.06458333,244.0
80.12291667,29.06041667,243.0
80.11041667,29.04791667,240.0
