longitude,latitude,elevation
85.37666666666667,28.27666666666667,1783.0
85.37694444444445,28.276388888888892,1781.0
85.37694444444445,28.276111111111113,1775.0
85.37694444444445,28.275833333333335,1772.0
85.37694444444445,28.27555555555556,1769.0
85.37694444444445,28.27527777777778,1771.0
85.37694444444445,28.275000000000002,1777.0
85.37694444444445,28.274722222222223,1780.0
85.37694444444445,28.27444444444445,1779.0
85.37694444444445,28.27416666666667,1774.0
85.37694444444445,28.27388888888889,1768.0
85.37694444444445,28.273611111111112,1763.0
85.37694444444445,28.273333333333337,1763.0
85.37694444444445,28.27305555555556,1762.0
85.37694444444445,28.27277777777778,1764.0
85.37694444444445,28.2725,1764.0
85.37694444444445,28.272222222222226,1760.0
85.37694444444445,28.271944444444447,1757.0
85.37694444444445,28.27166666666667,1750.0
85.37694444444445,28.271388888888893,1746.0
85.37694444444445,28.271111111111114,1748.0
85.37694444444445,28.270833333333336,1753.0
85.37694444444445,28.270555555555557,1757.0
85.37694444444445,28.270277777777782,1762.0
85.37694444444445,28.270000000000003,1767.0
85.37694444444445,28.269722222222224,1773.0
85.37694444444445,28.269444444444446,1780.0
85.37666666666667,28.26916666666667,1778.0
85.37666666666667,28.268888888888892,1779.0
85.3763888888889,28.268611111111113,1781.0
85.37611111111111,28.268333333333334,1779.0
85.37583333333333,28.26805555555556,1776.0
85.37583333333333,28.26777777777778,1773.0
85.37583333333333,28.267500000000002,1770.0
85.37583333333333,28.267222222222223,1769.0
85.37583333333333,28.266944444444448,1764.0
85.37555555555556,28.26666666666667,1755.0
85.37527777777778,28.26638888888889,1748.0
85.375,28.26638888888889,1743.0
85.37472222222223,28.26638888888889,1741.0
85.37444444444445,28.266111111111112,1739.0
85.37416666666667,28.265833333333337,1738.0
85.3738888888889,28.265555555555558,1741.0
85.37361111111112,28.26527777777778,1745.0
85.37333333333333,28.265000000000004,1745.0
85.37305555555557,28.264722222222225,1743.0
85.37277777777778,28.264444444444447,1739.0
85.3725,28.264166666666668,1735.0
85.3725,28.263888888888893,1730.0
85.3725,28.263611111111114,1725.0
85.3725,28.263333333333335,1723.0
85.3725,28.263055555555557,1720.0
85.37222222222222,28.26277777777778,1719.0
85.37194444444445,28.262500000000003,1726.0
85.37166666666667,28.262222222222224,1731.0
