longitude,latitude,elevation
79.07291667,31.12708333,3731.0
79.06458333,31.12708333,3642.0
79.06041667,31.12291667,3551.0
79.05625000,31.12291667,3595.0
79.05208333,31.11875000,3569.0
79.04375000,31.11875000,3539.0
79.01875000,31.11875000,3465.0
79.01458333,31.11458333,3462.0
79.00625000,31.11458333,3474.0
79.00208333,31.11458333,3491.0
78.99791667,31.11041667,3472.0
78.97708333,31.11041667,3326.0
78.96458333,31.09791667,3357.0
78.94375000,31.07708333,3623.0
78.94375000,31.06875000,3418.0
78.93541667,31.06041667,3321.0
78.92291667,31.04791667,3142.0
78.91041667,31.04791667,3097.0
78.90625000,31.04375000,2840.0
78.90208333,31.04375000,3103.0
78.89375000,31.04375000,3187.0
78.88125000,31.03125000,2795.0
78.86458333,31.03125000,2770.0
78.86041667,31.03541667,2838.0
78.85625000,31.03541667,2629.0
78.85208333,31.03958333,2660.0
78.84791667,31.03958333,2635.0
78.84375000,31.04375000,2645.0
78.83125000,31.04375000,2640.0
78.82708333,31.04791667,2630.0
78.81458333,31.04791667,2658.0
78.81041667,31.04375000,2581.0
78.79791667,31.04375000,2655.0
78.79375000,31.03958333,2525.0
78.78541667,31.03958333,2585.0
78.78125000,31.04375000,2551.0
78.77291667,31.04375000,2647.0
78.76875000,31.03958333,2557.0
78.76458333,31.03958333,2499.0
78.76041667,31.03541667,2501.0
78.75625000,31.03541667,2499.0
78.74791667,31.03541667,2526.0
78.74375000,31.03958333,2508.0
78.72708333,31.03958333,2497.0
78.71875000,31.03125000,2455.0
78.71041667,31.02291667,2472.0
78.71041667,31.01875000,2435.0
78.71458333,31.01458333,2472.0
78.71458333,31.00625000,2457.0
78.71041667,31.00208333,2379.0
78.71041667,30.99791667,2327.0
78.70208333,30.98958333,2237.0
78.70208333,30.97708333,2613.0
78.69375000,30.96875000,2622.0
78.69791667,30.96458333,2151.0
78.69791667,30.96041667,2213.0
78.68958333,30.95208333,2134.0
78.68958333,30.94791667,2158.0
78.68541667,30.94375000,2121.0
78.68541667,30.93958333,2079.0
78.68125000,30.93541667,2158.0
78.68125000,30.93125000,2093.0
78.68125000,30.92291667,2067.0
78.68125000,30.91041667,1971.0
78.67708333,30.90625000,1973.0
78.67708333,30.89375000,1933.0
78.67291667,30.88958333,1912.0
78.66458333,30.88125000,1889.0
78.66458333,30.87708333,1897.0
78.65625000,30.86875000,1748.0
78.65208333,30.86458333,1752.0
78.65208333,30.86041667,1693.0
78.64791667,30.85625000,1767.0
78.64375000,30.85625000,1784.0
78.63541667,30.84791667,1656.0
78.62708333,30.83958333,1624.0
78.62291667,30.83541667,1690.0
78.62291667,30.83125000,1597.0
78.61875000,30.82708333,1604.0
78.61875000,30.81875000,1601.0
78.62291667,30.81458333,1647.0
78.62291667,30.81041667,1593.0
78.62291667,30.80625000,1607.0
78.61875000,30.80208333,1591.0
78.61875000,30.78541667,1471.0
78.61041667,30.77708333,1511.0
78.60625000,30.77708333,1488.0
78.59375000,30.76458333,1409.0
78.58958333,30.76458333,1442.0
78.58541667,30.76041667,1399.0
78.58125000,30.76041667,1380.0
78.57708333,30.75625000,1371.0
78.56875000,30.75625000,1453.0
78.56458333,30.75208333,1402.0
78.55625000,30.75208333,1369.0
78.55208333,30.74791667,1337.0
78.54375000,30.73958333,1298.0
78.52708333,30.73958333,1317.0
78.52291667,30.73541667,1285.0
78.50625000,30.73541667,1260.0
78.50208333,30.73958333,1310.0
78.49375000,30.73958333,1232.0
78.48958333,30.74375000,1255.0
78.48541667,30.74375000,1222.0
78.47708333,30.75208333,1206.0
78.46875000,30.75208333,1179.0
78.46458333,30.75625000,1172.0
78.46041667,30.75625000,1189.0
78.45625000,30.75208333,1217.0
78.45208333,30.74791667,1152.0
78.45625000,30.74375000,1138.0
78.45625000,30.73958333,1133.0
78.44375000,30.72708333,1114.0
78.43958333,30.72708333,1120.0
78.43541667,30.73125000,1128.0
78.42708333,30.73125000,1113.0
78.42291667,30.72708333,1123.0
78.41875000,30.73125000,1115.0
78.41458333,30.73125000,1094.0
78.41041667,30.73541667,1087.0
78.40625000,30.73125000,1102.0
78.40208333,30.73125000,1061.0
78.39791667,30.73541667,1059.0
78.38541667,30.73541667,1058.0
78.38125000,30.73958333,1077.0
78.36041667,30.73958333,1015.0
78.35625000,30.73958333,1032.0
78.35208333,30.73541667,1003.0
78.36041667,30.72708333,990.0
78.36041667,30.72291667,1007.0
78.34791667,30.71041667,991.0
78.35208333,30.70625000,1017.0
78.35208333,30.70208333,965.0
78.35625000,30.69791667,966.0
78.35625000,30.68958333,947.0
78.35208333,30.68541667,990.0
78.35208333,30.68125000,928.0
78.34791667,30.67708333,940.0
78.34791667,30.67291667,1026.0
78.34375000,30.66875000,913.0
78.34375000,30.66458333,994.0
78.33958333,30.66041667,978.0
78.33958333,30.65625000,949.0
78.33541667,30.65208333,911.0
78.33541667,30.64791667,1024.0
78.33125000,30.64375000,899.0
78.33125000,30.63958333,973.0
78.32708333,30.63541667,952.0
78.33125000,30.63125000,871.0
78.33125000,30.62708333,937.0
78.32708333,30.62291667,890.0
78.32708333,30.61875000,853.0
78.32291667,30.61875000,983.0
78.31458333,30.61041667,940.0
78.31875000,30.60625000,826.0
78.32291667,30.60208333,826.0
78.32291667,30.59375000,846.0
78.32708333,30.58958333,834.0
78.32708333,30.58541667,811.0
78.33125000,30.58125000,808.0
78.33125000,30.57291667,837.0
78.32708333,30.56875000,836.0
78.33125000,30.56458333,786.0
78.33541667,30.56458333,804.0
78.33958333,30.56041667,779.0
78.33958333,30.55208333,773.0
78.34375000,30.54791667,793.0
78.34375000,30.54375000,762.0
78.34791667,30.53958333,769.0
78.35625000,30.53125000,749.0
78.35625000,30.52708333,745.0
78.36041667,30.52291667,743.0
78.36458333,30.52291667,788.0
78.36875000,30.51875000,739.0
78.37708333,30.51875000,786.0
78.38541667,30.51041667,719.0
78.38958333,30.51041667,825.0
78.39375000,30.50625000,724.0
78.39375000,30.49791667,714.0
