longitude,latitude,elevation
85.37708333,28.27708333,1813.0
85.37708333,28.26875000,1782.0
85.37291667,28.26458333,1769.0
85.36458333,28.25625000,1740.0
85.36458333,28.25208333,1716.0
85.36458333,28.24791667,1706.0
85.36041667,28.24375000,1701.0
85.36041667,28.23958333,1770.0
85.36041667,28.22708333,1629.0
85.36041667,28.22291667,1618.0
85.35625000,28.21875000,1625.0
85.35625000,28.20625000,1660.0
85.35208333,28.20208333,1593.0
85.35208333,28.19791667,1525.0
85.34791667,28.19375000,1604.0
85.34791667,28.18958333,1523.0
85.34375000,28.18541667,1564.0
85.34375000,28.18125000,1545.0
85.34375000,28.17708333,1484.0
85.34375000,28.16458333,1465.0
85.33958333,28.16458333,1438.0
85.32708333,28.15208333,1413.0
85.32291667,28.15208333,1523.0
85.31458333,28.14375000,1476.0
85.31041667,28.14375000,1438.0
85.30208333,28.13541667,1435.0
85.30208333,28.13125000,1431.0
85.29791667,28.12708333,1268.0
85.29375000,28.12291667,1285.0
85.28958333,28.11875000,1365.0
85.28541667,28.11875000,1295.0
85.27708333,28.11041667,1190.0
85.26458333,28.09791667,1178.0
85.26041667,28.09791667,1255.0
85.25625000,28.09375000,1140.0
85.25208333,28.09375000,1174.0
85.24375000,28.09375000,1262.0
85.23958333,28.09375000,1268.0
85.23541667,28.08958333,1109.0
85.23125000,28.08958333,1034.0
85.22291667,28.08125000,1067.0
85.21875000,28.08125000,989.0
85.21041667,28.07291667,957.0
85.21041667,28.06875000,1173.0
85.20625000,28.06458333,871.0
85.20625000,28.05208333,831.0
85.19375000,28.03958333,774.0
85.19375000,28.03125000,753.0
85.18541667,28.02291667,723.0
85.18541667,28.01875000,731.0
85.18541667,28.00625000,691.0
85.18541667,27.99375000,734.0
85.18125000,27.98958333,641.0
85.18125000,27.98125000,627.0
85.18125000,27.97708333,624.0
85.18541667,27.97291667,627.0
85.17708333,27.96458333,652.0
85.17291667,27.96458333,596.0
85.16458333,27.95625000,574.0
85.16458333,27.94791667,624.0
85.16041667,27.94375000,562.0
85.16041667,27.93958333,571.0
85.15208333,27.93125000,558.0
85.15208333,27.92708333,562.0
85.14375000,27.91875000,537.0
85.13958333,27.91875000,538.0
85.13541667,27.91458333,528.0
85.13958333,27.91041667,550.0
85.13958333,27.90208333,505.0
85.13541667,27.89791667,523.0
85.13541667,27.88958333,517.0
85.12708333,27.88125000,484.0
85.12708333,27.87708333,485.0
85.12291667,27.87291667,490.0
85.11875000,27.87291667,478.0
85.11041667,27.86458333,485.0
85.11041667,27.86041667,483.0
85.08958333,27.86041667,457.0
85.08541667,27.85625000,455.0
85.08125000,27.85625000,454.0
85.07708333,27.85208333,467.0
85.07291667,27.85208333,499.0
85.06875000,27.85625000,450.0
85.06458333,27.85625000,447.0
85.06041667,27.86041667,468.0
85.05208333,27.85208333,478.0
85.04791667,27.85625000,455.0
85.03541667,27.85625000,458.0
85.03125000,27.85208333,431.0
85.02708333,27.84791667,426.0
85.02291667,27.84791667,451.0
85.01875000,27.84375000,447.0
85.02291667,27.83958333,424.0
85.02291667,27.83125000,453.0
85.01875000,27.82708333,422.0
85.01875000,27.82291667,425.0
85.01458333,27.81875000,429.0
85.01458333,27.81041667,429.0
85.01041667,27.80625000,416.0
85.00625000,27.80625000,453.0
85.00208333,27.80208333,415.0
84.99375000,27.80208333,458.0
84.98958333,27.80625000,434.0
84.98541667,27.80625000,478.0
84.98125000,27.80208333,415.0
84.97291667,27.80208333,398.0
84.96875000,27.80625000,418.0
84.96875000,27.81041667,395.0
84.96041667,27.81875000,435.0
84.95625000,27.81875000,403.0
84.95208333,27.81458333,398.0
84.94791667,27.81458333,394.0
84.94375000,27.81041667,411.0
84.93958333,27.80625000,428.0
84.93541667,27.80625000,451.0
84.92708333,27.79791667,389.0
84.92291667,27.79791667,379.0
84.91875000,27.80208333,433.0
84.91458333,27.80208333,381.0
84.91041667,27.80625000,415.0
84.90625000,27.80625000,372.0
84.88958333,27.80625000,402.0
84.88541667,27.81041667,400.0
84.88125000,27.81041667,395.0
84.87708333,27.81041667,471.0
84.86875000,27.80208333,356.0
84.86458333,27.80208333,361.0
84.86041667,27.80625000,358.0
84.85625000,27.80625000,412.0
84.85208333,27.81041667,393.0
84.84375000,27.80208333,360.0
84.83958333,27.80208333,358.0
84.83541667,27.80625000,378.0
84.83541667,27.81458333,367.0
84.83125000,27.81875000,396.0
84.82708333,27.81875000,347.0
84.81875000,27.81041667,379.0
84.81041667,27.81875000,365.0
84.80625000,27.81875000,350.0
84.80208333,27.81458333,331.0
84.78958333,27.81458333,337.0
